Time,AX,AY,AZ,GX,GY,GZ,Temp,,,,,spped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67892,-4.84,-11.04,-30.88,-2.93,-146.5,6.92,18.54,,,35,,0.00714,6.17944,,6780,,6.17944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67927,-0.31,-14.57,-5.01,-0.18,-73.47,5.6,18.55,,,34,,-0.3864,5.79304,,6810,,5.79304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67961,-3.18,-5.23,-5.34,0.99,-9.48,6.75,18.54,,,35,,-0.49538,5.29766,,6840,,5.29766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67996,-4.89,-1.65,-10.64,-2.08,31.51,5.54,18.55,,,34,,-0.18305,5.11461,,6870,,5.11461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68030,-3.05,-9.19,-3.63,-0.64,82.81,-0.43,18.55,,,35,,-0.0561,5.05851,,6900,,5.05851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68065,-4.33,-13.13,-15.34,2.99,45.88,-0.21,18.56,,,34,,-0.32165,4.73686,,6930,,4.73686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68099,1.05,-4.2,-5.87,6.46,22.14,-0.99,18.57,,,35,,-0.44642,4.29044,,6960,,4.29044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68134,-1.56,-4.54,-9.98,-0.85,1.28,0.73,18.55,,,34,,-0.147,4.14344,,6990,,4.14344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68168,-0.09,-0.67,-7.07,-2.2,-1.83,1.28,18.57,,,47,,-0.15436,3.98908,,7020,,3.98908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68215,-2.19,-6.22,-11.91,-2,10.7,-1.19,18.55,,,34,,-0.03149,3.95759,,7050,,3.95759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68249,-0.23,-3.37,-12.78,3.21,10.85,-0.96,18.56,,,34,,-0.21148,3.74611,,7080,,3.74611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68283,-1.81,-0.39,-8.75,-6.12,15.68,-2,18.56,,,35,,-0.11458,3.63153,,7110,,3.63153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68318,0.23,-2.8,-11.66,-2.47,12.5,-1.82,18.55,,,34,,-0.01365,3.61788,,7140,,3.61788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68352,-1.92,-3.5,-12.47,2.31,3.69,-2.63,18.57,,,35,,-0.0952,3.52268,,7170,,3.52268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68387,-2.06,-1.2,-13.58,0.64,16.73,-2.49,18.54,,,34,,-0.1225,3.40018,,7200,,3.40018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68421,-1.38,-1.76,-10.2,-6.56,15.53,-3.39,18.56,,,34,,-0.0408,3.35938,,7230,,3.35938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68455,-0.54,-2.29,-8.03,-3.68,31.37,-3.16,18.56,,,35,,-0.05984,3.29954,,7260,,3.29954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68490,-1.33,1.28,-15.51,-5.97,30.15,-1.56,18.56,,,34,,-0.08015,3.21939,,7290,,3.21939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68524,1.37,2.82,-11.62,-6.9,-13.57,-0.17,18.54,,,38,,0.04352,3.26291,,7320,,3.26291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68562,-0.34,-0.57,-11.59,-1.4,-37.07,0.27,18.56,,,34,,0.10716,3.37007,,7350,,3.37007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68596,-1.2,-2.09,-15.13,-3.44,-46.63,1.98,18.55,,,35,,-0.01938,3.35069,,7380,,3.35069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68631,-2.69,-0.66,-11.8,-5.44,-1.79,0.35,18.55,,,34,,-0.07315,3.27754,,7410,,3.27754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68665,0.52,-1.85,-4.62,-8.79,21.37,-0.46,18.53,,,35,,-0.02244,3.2551,,7440,,3.2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68700,0.32,-5.1,-5.52,-6.08,20.27,-0.29,18.56,,,34,,-0.06475,3.19035,,7470,,3.19035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68734,-2.13,-1.86,-8.27,-1.05,17.04,-0.21,18.56,,,35,,-0.1734,3.01695,,7500,,3.01695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68769,0.54,3.4,-9.99,-4.52,-2.87,-0.49,18.55,,,34,,-0.0651,2.95185,,7530,,2.95185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68803,-0.88,2.41,-11.75,-0.27,-19.89,-0.08,18.54,,,35,,0.1156,3.06745,,7560,,3.06745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68838,-0.08,3.77,-12.89,-2.79,-6.56,-0.02,18.56,,,34,,0.08435,3.1518,,7590,,3.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68872,0.55,3.79,-7.31,1.57,-11.56,0.35,18.56,,,38,,0.12818,3.27998,,7620,,3.27998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68910,-2.67,-0.94,-10.9,7.33,24.27,-1.91,18.56,,,35,,0.14402,3.424,,7650,,3.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68945,-4.56,-6.82,-17.99,12.76,77.6,-3.45,18.55,,,34,,-0.0329,3.3911,,7680,,3.3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68979,-0.73,-4.58,-8.58,5.65,111.13,-5.3,18.55,,,35,,-0.23188,3.15922,,7710,,3.15922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69014,2.98,0.76,-14.69,-4.05,67.53,-5.95,18.55,,,34,,-0.1603,2.99892,,7740,,2.99892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69048,2.33,-0.36,-19,-2.03,8.02,-4.46,18.54,,,35,,0.02584,3.02476,,7770,,3.02476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69083,1.65,3.77,-12.56,-4.66,-26.32,-2.64,18.56,,,34,,-0.0126,3.01216,,7800,,3.01216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69117,2.21,4.62,-8.43,-5.57,-29.79,-3.37,18.55,,,35,,0.12818,3.14034,,7830,,3.14034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69152,-0.44,3.78,-11.13,-0.15,-45.8,-2.44,18.56,,,34,,0.1617,3.30204,,7860,,3.30204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69186,1.31,4.58,-9.33,-4.38,-35.24,-2.5,18.56,,,35,,0.12852,3.43056,,7890,,3.43056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69221,0.02,4.07,-8.63,-9.04,-38.34,-2.63,18.56,,,37,,0.1603,3.59086,,7920,,3.59086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69258,-2.57,-5.41,-14.32,1.85,-10.02,-3.47,18.56,,,35,,0.15059,3.74145,,7950,,3.74145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69293,-2.72,-7.44,-8.43,5.11,26.61,-3.24,18.55,,,62,,-0.18935,3.5521,,7980,,3.5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69355,3.01,-12.95,-14.24,2.09,-16.7,-0.5,18.56,,,34,,-0.46128,3.09082,,8010,,3.09082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69389,2.45,-13.77,-10.07,-1.25,-83.48,2.76,18.56,,,35,,-0.4403,2.65052,,8040,,2.65052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69424,-0.74,-9.94,-8.39,-4.4,-110.37,4.32,18.55,,,34,,-0.48195,2.16857,,8070,,2.16857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69458,-3.32,-11.07,-7.1,-6.72,-56.7,3.54,18.56,,,35,,-0.33796,1.83061,,8100,,1.83061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69493,-2.07,-15.71,-9.67,-9.48,-4.15,2.29,18.54,,,34,,-0.38745,1.44316,,8130,,1.44316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69527,-0.43,-31.12,-14.99,-9.3,-12.12,0.9,18.54,,,35,,-0.53414,0.90902,,8160,,0.90902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69562,-3.28,14.7,-8.13,-6.37,14.02,1.42,18.53,,,34,,-1.0892,-0.18018,,8190,,-0.18018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69596,-0.54,1.23,-8.8,5.51,33.6,3.79,18.54,,,38,,0.4998,0.31962,,8220,,0.31962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69634,-0.32,-1.29,-13.64,6.81,11.21,2.31,18.51,,,35,,0.04674,0.36636,,8250,,0.36636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69669,-3.15,-4.36,-10.49,17.4,-8.18,-0.61,18.53,,,34,,-0.04515,0.32121,,8280,,0.32121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69703,-4.56,12.96,-8.55,15.11,206.29,-5.68,18.55,,,35,,-0.14824,0.17297,,8310,,0.17297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69738,12.17,68.9,-24.78,27.59,69.07,4.23,18.56,,,34,,0.4536,0.62657,,8340,,0.62657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69772,-7,57.06,-8.59,64.93,88.26,34.49,18.56,,,35,,2.3426,2.96917,,8370,,2.96917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69807,-6.21,22.49,3.92,-14.4,144.72,61.21,18.56,,,34,,1.9971,4.96627,,8400,,4.96627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69841,-0.89,3.96,-12.67,-81.07,20.95,37.33,18.56,,,35,,0.76466,5.73093,,8430,,5.73093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69876,7.09,6.17,22.54,-13.25,-184.08,4.12,18.57,,,34,,0.1386,5.86953,,8460,,5.86953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69910,-0.5,-1.7,-2.15,-8.26,-214.26,-7.66,18.56,,,35,,0.20978,6.07931,,8490,,6.07931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69945,1.49,-3.33,3.34,-10.05,-182.93,2.09,18.56,,,37,,-0.0595,6.01981,,8520,,6.01981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69982,-2.58,-11.92,-4.82,-7.88,-169.71,7.02,18.56,,,35,,-0.12321,5.8966,,8550,,5.8966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70017,-6.69,-10.34,-17.65,5.42,-23.28,3.13,18.55,,,34,,-0.4172,5.4794,,8580,,5.4794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70051,-0.48,-2.09,-7.14,-7.3,39.21,0.08,18.56,,,35,,-0.35156,5.12784,,8610,,5.12784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70086,-0.79,-1.01,-7.2,3.66,78.6,-3.5,18.55,,,34,,-0.07315,5.05469,,8640,,5.05469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70120,-1.54,-9.7,-8.8,4.08,95.24,-6.47,18.55,,,35,,-0.03434,5.02035,,8670,,5.02035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70155,8.28,-2.6,-6.89,-1.36,115.88,-19.15,18.56,,,34,,-0.3395,4.68085,,8700,,4.68085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70189,9.68,-4.14,-20.73,-44.11,158.6,-68.43,18.56,,,35,,-0.0884,4.59245,,8730,,4.59245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70224,5.46,-9.84,-4.92,-26.63,111.54,-82.06,18.56,,,34,,-0.1449,4.44755,,8760,,4.44755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70258,-1.4,-5.57,3.51,18.6,31.89,-62.23,18.54,,,35,,-0.33456,4.11299,,8790,,4.11299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70293,-8.16,1.76,-6.58,10.37,-91.79,-6.23,18.55,,,64,,-0.19495,3.91804,,8820,,3.91804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70357,-4.89,-2.49,-17.66,-10.66,-77.4,3.59,18.56,,,35,,0.11264,4.03068,,8850,,4.03068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70392,-4.04,-0.26,-10.98,-6.78,4.93,2.5,18.53,,,34,,-0.08715,3.94353,,8880,,3.94353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70426,-0.57,-0.1,-12.7,0.46,52.98,-0.11,18.55,,,35,,-0.00884,3.93469,,8910,,3.93469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70461,-0.14,-2.76,-8.69,2.31,58.27,-2,18.55,,,34,,-0.0035,3.93119,,8940,,3.93119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70495,1.44,-6.5,-10.23,2.64,68.84,-2.85,18.56,,,35,,-0.09384,3.83735,,8970,,3.83735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70530,3.72,-7.76,-16.12,-0.08,4.63,-2.46,18.55,,,34,,-0.2275,3.60985,,9000,,3.60985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70564,1.26,-0.47,-12.43,-4.5,-75.91,-0.66,18.55,,,35,,-0.26384,3.34601,,9030,,3.34601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70599,-2.18,-1.54,-8.46,-6.52,-57.51,0.24,18.55,,,34,,-0.01645,3.32956,,9060,,3.32956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70633,-1.47,0.15,-20.09,-11.27,-25.83,-1.13,18.54,,,35,,-0.05236,3.2772,,9090,,3.2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70668,-3.46,0.7,-6.73,-8.85,18.9,-2.24,18.56,,,37,,0.00525,3.28245,,9120,,3.28245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70705,2.62,1.03,-1.22,0.66,41.1,-2.52,18.54,,,35,,0.0259,3.30835,,9150,,3.30835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70740,1.25,0.58,-10.74,-2.08,3.22,-0.4,18.54,,,34,,0.03605,3.3444,,9180,,3.3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70774,0.88,0.98,-15.81,-6.09,-23.19,1.56,18.54,,,35,,0.01972,3.36412,,9210,,3.36412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70809,-0.96,2.76,-6.03,-7.13,-32.15,2.18,18.56,,,34,,0.0343,3.39842,,9240,,3.39842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70843,0.59,3.2,-12.87,-8.14,-51.91,2.17,18.51,,,35,,0.09384,3.49226,,9270,,3.49226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70878,-3.5,-2.84,-10.43,6.26,-38.24,1.97,18.56,,,34,,0.112,3.60426,,9300,,3.60426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70912,1.56,0.48,-6.53,7.45,-5.97,1.6,18.55,,,35,,-0.09656,3.5077,,9330,,3.5077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70947,4.37,2.71,-11.68,2.98,29.94,-1.37,18.55,,,34,,0.0168,3.5245,,9360,,3.5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70981,-2.26,-0.94,-12.01,-1.54,62.06,-1.44,18.53,,,35,,0.09214,3.61664,,9390,,3.61664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71016,-1.3,-0.3,-8.58,-5.92,76.03,-0.99,18.54,,,34,,-0.0329,3.58374,,9420,,3.58374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71050,-0.15,-9.39,-8.26,2.89,64.2,-1.86,18.54,,,38,,-0.0102,3.57354,,9450,,3.57354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71088,0.41,-5.29,-10.06,2.14,40.03,-1.48,18.55,,,35,,-0.35682,3.21672,,9480,,3.21672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71123,1.97,-2.8,-12.86,2.24,39.66,-1.65,18.54,,,34,,-0.18515,3.03157,,9510,,3.03157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71157,1.11,3.54,-9.69,-6.2,5.95,-0.93,18.55,,,35,,-0.0952,2.93637,,9540,,2.93637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71192,1.73,2.77,-9,-8.89,-17.97,0.15,18.54,,,34,,0.1239,3.06027,,9570,,3.06027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71226,-0.67,-0.89,-7.85,-1.27,-12.08,0.26,18.54,,,35,,0.09418,3.15445,,9600,,3.15445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71261,0.5,-4.09,-16.92,1.89,-3.13,-0.75,18.54,,,34,,-0.03115,3.1233,,9630,,3.1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71295,1.1,-1.28,-10.1,3.36,-15.37,0.41,18.56,,,35,,-0.13906,2.98424,,9660,,2.98424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71330,-0.09,0.98,-7.47,-1.19,-16.4,0.29,18.54,,,34,,-0.0448,2.93944,,9690,,2.93944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71364,-0.06,1.35,-9.6,0.99,-24.34,0.87,18.53,,,35,,0.03332,2.97276,,9720,,2.97276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71399,-0.28,-0.74,-9.03,1.45,-31.18,2.05,18.56,,,37,,0.04725,3.02001,,9750,,3.02001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71436,0.24,-10.18,-15.56,-0.41,-3.6,0.9,18.56,,,35,,-0.02738,2.99263,,9780,,2.99263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71471,0.58,-17.5,-11.33,-2.41,-1.71,0.75,18.54,,,34,,-0.3563,2.63633,,9810,,2.63633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71505,1.61,-22.48,-10.7,-1.66,-35.97,1.56,18.54,,,35,,-0.595,2.04133,,9840,,2.04133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71540,-1.21,-19.23,-9.95,-8.29,-54.64,2.44,18.54,,,34,,-0.7868,1.25453,,9870,,1.25453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71574,-0.83,4.98,-11.94,-2.46,-68.05,3.62,18.55,,,35,,-0.65382,0.60071,,9900,,0.60071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71609,-2.2,-2.01,-12.81,-13.57,-50.05,2.26,18.54,,,34,,0.1743,0.77501,,9930,,0.77501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71643,-2.01,0.48,-12.23,-7.94,-31.54,2.44,18.52,,,35,,-0.06834,0.70667,,9960,,0.70667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71678,-3.73,-10.86,-12.72,3.89,8.41,0.79,18.54,,,34,,0.0168,0.72347,,9990,,0.72347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71712,-2.81,-10.69,-13.91,20.61,36.53,-4.35,18.53,,,35,,-0.36924,0.35423,,10020,,0.35423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71747,-3.83,20.43,-10.64,16.96,210.82,-6.24,18.53,,,38,,-0.37415,-0.01992,,10050,,-0.01992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71785,5.08,75.02,-26.47,42.78,-13.57,9.53,18.55,,,34,,0.77634,0.75642,,10080,,0.75642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71819,3.93,50.51,-8.42,79.4,-35.24,11.47,18.54,,,35,,2.55068,3.3071,,10110,,3.3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71854,-2.63,17.74,1.68,0.84,-38.87,13.62,18.54,,,34,,1.76785,5.07495,,10140,,5.07495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71888,0.23,5.31,-0.47,-81.76,-53.88,17.59,18.54,,,35,,0.60316,5.67811,,10170,,5.67811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71923,-10.1,4.65,-45.69,-34.18,-92.85,11.28,18.54,,,34,,0.18585,5.86396,,10200,,5.86396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71957,-15.1,-14.04,-56.38,13.56,-4.09,17.53,18.56,,,35,,0.1581,6.02206,,10230,,6.02206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71992,-2.94,-2.36,-8.4,1.54,42.26,5.59,18.56,,,35,,-0.4914,5.53066,,10260,,5.53066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72027,-1.21,-6.9,-16.88,0.6,54.27,4.08,18.54,,,34,,-0.0826,5.44806,,10290,,5.44806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72061,-3.86,-11.55,-17.13,-3.15,95.18,0.69,18.55,,,35,,-0.2346,5.21346,,10320,,5.21346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72096,1.5,-5.99,-8.61,-4.61,66.63,-0.69,18.54,,,37,,-0.40425,4.80921,,10350,,4.80921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72133,2.72,-4.81,-4.23,-3.86,-77.18,3.11,18.54,,,35,,-0.22163,4.58758,,10380,,4.58758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72168,-0.69,-5.13,-4.92,0.11,25.3,-2.53,18.55,,,34,,-0.16835,4.41923,,10410,,4.41923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72202,3,-9.01,-9.12,-6.27,-13.95,2.35,18.56,,,35,,-0.17442,4.24481,,10440,,4.24481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72237,1.61,-6.05,-12.44,-0.38,-34.67,3.45,18.54,,,34,,-0.31535,3.92946,,10470,,3.92946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72271,-3.68,-6.11,-26.6,-2.73,-15.33,4.34,18.53,,,35,,-0.2057,3.72376,,10500,,3.72376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72306,-1.01,-3.62,-9.14,0.37,-11.47,4.93,18.54,,,35,,-0.21385,3.50991,,10530,,3.50991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72341,-3.38,-4.37,-6.76,-1.76,-2.53,3.36,18.54,,,34,,-0.1267,3.38321,,10560,,3.38321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72375,-0.87,-1.56,-4.85,0.02,20.05,2.37,18.54,,,35,,-0.14858,3.23463,,10590,,3.23463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72410,-3.54,-3.83,-21.73,-4.84,31.28,1.82,18.54,,,34,,-0.0546,3.18003,,10620,,3.18003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72444,-0.34,-2.67,-5.75,-1.69,20.37,0.78,18.55,,,38,,-0.13022,3.04981,,10650,,3.04981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72482,-0.25,-2.37,-9.58,2.35,-3.24,1.31,18.54,,,34,,-0.10146,2.94835,,10680,,2.94835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72516,-0.67,-0.8,-11.93,-8.63,-7.73,2.09,18.53,,,35,,-0.08058,2.86777,,10710,,2.86777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72551,-2.25,-2.83,-12.84,-3.1,5.1,2.49,18.53,,,34,,-0.028,2.83977,,10740,,2.83977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72585,-0.35,-1.42,-14.34,-1.22,6.02,1.11,18.54,,,35,,-0.09622,2.74355,,10770,,2.74355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72620,1.42,1.88,-10.44,-3.02,-7.68,1.65,18.55,,,35,,-0.0497,2.69385,,10800,,2.69385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72655,-0.12,1.23,-9.9,0.12,-21.36,2.27,18.55,,,34,,0.0658,2.75965,,10830,,2.75965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72689,0.39,1.57,-7.7,-0.4,-21.31,2.06,18.53,,,35,,0.04182,2.80147,,10860,,2.80147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72724,-3.38,-1.79,-13.62,-1.85,-2.06,1.31,18.53,,,34,,0.05495,2.85642,,10890,,2.85642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72758,-1.46,-4.47,-15.47,-1.27,-0.47,1.86,18.54,,,35,,-0.06086,2.79556,,10920,,2.79556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72793,-2.59,1.4,-15,-4.6,0.29,2.03,18.56,,,37,,-0.15645,2.63911,,10950,,2.63911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72830,0.25,1.59,-12.4,-5.83,-4.4,1.3,18.54,,,35,,0.0518,2.69091,,10980,,2.69091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72865,0.05,-1.14,-9.9,-0.75,-11.04,3.04,18.54,,,34,,0.05565,2.74656,,11010,,2.74656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72899,-1.95,0.27,-13.98,1.91,-13.25,2.31,18.55,,,35,,-0.03876,2.7078,,11040,,2.7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72934,-0.12,1.28,-6.43,3.94,-15.44,2.79,18.53,,,34,,0.00945,2.71725,,11070,,2.71725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72968,-1.99,-0.8,-10.87,1.8,-10,3.34,18.53,,,35,,0.04352,2.76077,,11100,,2.76077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73003,-1.67,-2.06,-11.92,0.73,-3.73,2.85,18.55,,,35,,-0.028,2.73277,,11130,,2.73277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73038,-2.3,-1.47,-10.56,-0.67,11.65,2.26,18.54,,,34,,-0.0721,2.66067,,11160,,2.66067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73072,-1.09,-1.75,-9.59,0.84,14.06,2.63,18.54,,,35,,-0.04998,2.61069,,11190,,2.61069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73107,0.4,-0.62,-17.92,-5.36,2.4,2.24,18.55,,,34,,-0.06125,2.54944,,11220,,2.54944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73141,-0.05,-1.76,-12.13,-4.58,-6.61,2.38,18.54,,,35,,-0.02108,2.52836,,11250,,2.52836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73176,0.2,-1.69,-8.27,-1.69,0.99,1.59,18.54,,,37,,-0.0616,2.46676,,11280,,2.46676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73213,-0.49,1.5,-11.71,-3.47,6.32,1.66,18.55,,,35,,-0.06253,2.40423,,11310,,2.40423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73248,-3.6,-0.33,-11.8,-2.5,14.53,1.33,18.56,,,34,,0.0525,2.45673,,11340,,2.45673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73282,-2.02,-0.27,-10.6,-0.98,31.62,-0.46,18.56,,,35,,-0.01122,2.44551,,11370,,2.44551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73317,-1.22,0.07,-14.99,-2,34.38,-1.42,18.56,,,35,,-0.00945,2.43606,,11400,,2.43606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
